osm_label,overture_label,affinity,s_lin,s_emp,n_confirmed
Other Amenity,Sports Outlet,0.3299,0.0,0.6442,105
Other Amenity,Fitness Center,0.3235,0.3235,0.092,15
Other Amenity,Specialty Store,0.3131,0.3131,0.1595,26
Other Amenity,Place of Worship,0.291,0.291,0.2761,45
Other Amenity,Other Financial,0.2853,0.2853,0.0429,7
Other Amenity,Historic Site,0.2753,0.2753,0.184,30
Other Amenity,Real Estate,0.2722,0.2722,0.0368,6
Other Amenity,Car Repair,0.2615,0.0,0.5521,90
Other Amenity,Legal Service,0.2481,0.2481,0.0307,5
Other Amenity,Funeral Services,0.2476,0.2144,0.3129,51
Other Amenity,Bank,0.2421,0.2421,0.0123,2
Other Amenity,ATM,0.2385,0.2385,0.0,0
Other Amenity,Self-Storage,0.233,0.233,0.0552,9
Other Amenity,Print and Copy Shop,0.2267,0.2267,0.0798,13
Other Amenity,Cemetery,0.2244,0.2244,0.0,0
Other Amenity,Post Office,0.2204,0.2204,0.2086,34
Other Amenity,Laundromat,0.2198,0.2198,0.0061,1
Other Amenity,Childcare,0.219,0.219,0.0184,3
Other Amenity,Dry Cleaning,0.2049,0.2049,0.0,0
Other Amenity,Bar,0.1768,0.0,0.4294,70
Other Amenity,Other Shop,0.1616,0.1616,0.0429,7
Other Amenity,Clinic,0.0264,0.0,0.1411,23
Other Amenity,Restaurant,0.0243,0.0,0.135,22
Other Amenity,Cafe,0.0186,0.0,0.1166,19
Other Amenity,Hotel,0.0135,0.0,0.0982,16
Other Amenity,Hospital,0.012,0.0,0.092,15
Other Amenity,Physical Therapy,0.0079,0.0,0.0736,12
Other Amenity,Car Dealer,0.0056,0.0,0.0613,10
Other Amenity,Hardware,0.0046,0.0,0.0552,9
Other Amenity,Library,0.0046,0.0,0.0552,9
Other Amenity,Swimming Pool,0.0046,0.0,0.0552,9
Other Amenity,Mental Health,0.0021,0.0,0.0368,6
Other Amenity,University,0.0021,0.0,0.0368,6
Other Amenity,Bakery,0.0015,0.0,0.0307,5
Other Amenity,Bookstore,0.0009,0.0,0.0245,4
Other Amenity,Campground,0.0009,0.0,0.0245,4
Other Amenity,Fast Food,0.0009,0.0,0.0245,4
Other Amenity,Thrift Store,0.0009,0.0,0.0245,4
Other Amenity,Clothing Store,0.0005,0.0,0.0184,3
Other Amenity,Dessert Shop,0.0005,0.0,0.0184,3
Other Amenity,Florist,0.0005,0.0,0.0184,3
Other Amenity,Kindergarten,0.0005,0.0,0.0184,3
Other Amenity,Alternative Medicine,0.0002,0.0,0.0123,2
Other Amenity,Bowling Alley,0.0002,0.0,0.0123,2
Other Amenity,Car Wash,0.0002,0.0,0.0123,2
Other Amenity,Convenience Store,0.0002,0.0,0.0123,2
Other Amenity,Counseling,0.0002,0.0,0.0123,2
Other Amenity,Farmers Market,0.0002,0.0,0.0123,2
Other Amenity,Furniture Store,0.0002,0.0,0.0123,2
Other Amenity,Gas Station,0.0002,0.0,0.0123,2
Other Amenity,Golf Course,0.0002,0.0,0.0123,2
Other Amenity,Dentist,0.0001,0.0,0.0061,1
Other Amenity,Garden Store,0.0001,0.0,0.0061,1
Other Amenity,Jewelry Store,0.0001,0.0,0.0061,1
Other Amenity,Liquor Store,0.0001,0.0,0.0061,1
Other Amenity,Shopping Center,0.0001,0.0,0.0061,1
Other Amenity,Supermarket,0.0001,0.0,0.0061,1
Other Financial,Other Financial,1.0,1.0,1.0,5722
Other Financial,Bank,0.7523,0.7523,0.0173,99
Other Financial,ATM,0.734,0.734,0.0005,3
Other Financial,Other Healthcare,0.7255,0.7255,0.0005,3
Other Financial,Cannabis Dispensary,0.6468,0.6468,0.0,0
Other Financial,Home Service,0.524,0.524,0.0002,1
Other Financial,Real Estate,0.4841,0.4841,0.0154,88
Other Financial,Other Professional,0.4424,0.4424,0.0059,34
Other Financial,Clinic,0.428,0.428,0.0003,2
Other Financial,Legal Service,0.4128,0.4128,0.0103,59
Other Financial,Dentist,0.3737,0.3737,0.0,0
Other Financial,Self-Storage,0.3726,0.3726,0.0,0
Other Financial,Alternative Medicine,0.3636,0.3636,0.0,0
Other Financial,Mental Health,0.36,0.36,0.0003,2
Other Financial,Print and Copy Shop,0.3567,0.3567,0.0002,1
Other Financial,Hospital,0.3416,0.3416,0.0,0
Other Financial,Eye Care,0.3414,0.3414,0.0,0
Other Financial,Post Office,0.3413,0.3413,0.0003,2
Other Financial,Physical Therapy,0.3405,0.3405,0.0,0
Other Financial,Laundromat,0.3401,0.3401,0.0,0
Other Financial,Childcare,0.338,0.338,0.0,0
Other Financial,Funeral Services,0.3271,0.3271,0.0,0
Other Financial,Dry Cleaning,0.3056,0.3056,0.0,0
Other Financial,Public Safety,0.3024,0.3024,0.0,0
Other Financial,Counseling,0.2907,0.2907,0.0,0
Other Financial,Occupational Therapy,0.2898,0.2898,0.0,0
Other Financial,Speech Therapist,0.2897,0.2897,0.0,0
Other Financial,Other Amenity,0.2853,0.2853,0.0,0
Other Financial,Maternity Center,0.2731,0.2731,0.0,0
Other Financial,Other Shop,0.2183,0.2183,0.0009,5
Other Financial,Car Repair,0.0002,0.0,0.0017,10
Other Financial,Thrift Store,0.0002,0.0,0.0019,11
Other Financial,Community Center,0.0001,0.0,0.0014,8
Other Financial,Cell Phone Store,0.0,0.0,0.0005,3
Other Financial,Florist,0.0,0.0,0.0002,1
Other Financial,Government Office,0.0,0.0,0.0002,1
Other Financial,Jewelry Store,0.0,0.0,0.0003,2
Other Financial,Massage Therapy,0.0,0.0,0.0002,1
Other Financial,Pharmacy,0.0,0.0,0.0009,5
Other Financial,Recreation,0.0,0.0,0.0003,2
Other Financial,Restaurant,0.0,0.0,0.0003,2
Other Financial,School,0.0,0.0,0.0005,3
Other Financial,Shopping Center,0.0,0.0,0.0002,1
Other Financial,Specialty Store,0.0,0.0,0.0009,5
Other Financial,Supermarket,0.0,0.0,0.0002,1
Other Healthcare,Other Healthcare,1.0,1.0,1.0,1159
Other Healthcare,Clinic,0.9518,0.9518,0.1027,119
Other Healthcare,Alternative Medicine,0.946,0.946,0.0173,20
Other Healthcare,Mental Health,0.8358,0.8358,0.0682,79
Other Healthcare,Cannabis Dispensary,0.7884,0.7884,0.0009,1
Other Healthcare,Maternity Center,0.7883,0.7883,0.0043,5
Other Healthcare,Massage Therapy,0.7431,0.7431,0.0302,35
Other Healthcare,Other Financial,0.7255,0.7255,0.0017,2
Other Healthcare,Dentist,0.7193,0.7193,0.0035,4
Other Healthcare,Hospital,0.6092,0.6092,0.0173,20
Other Healthcare,Eye Care,0.6084,0.6084,0.0095,11
Other Healthcare,Physical Therapy,0.6056,0.6056,0.0104,12
Other Healthcare,Fitness Center,0.561,0.561,0.0035,4
Other Healthcare,Hair and Beauty,0.5018,0.5018,0.0086,10
Other Healthcare,Public Safety,0.4947,0.4947,0.0,0
Other Healthcare,Counseling,0.4642,0.4642,0.0,0
Other Healthcare,Occupational Therapy,0.462,0.462,0.0009,1
Other Healthcare,Speech Therapist,0.4616,0.4616,0.0035,4
Other Healthcare,Pet Store,0.4381,0.4381,0.0,0
Other Healthcare,Veterinarian,0.397,0.397,0.0078,9
Other Healthcare,Tattoo and Piercing,0.3947,0.3947,0.0,0
Other Healthcare,Animal Shelter,0.361,0.361,0.0,0
Other Healthcare,Other Professional,0.3452,0.3452,0.006,7
Other Healthcare,Other Amenity,0.3403,0.3403,0.0,0
Other Healthcare,Recreation,0.3335,0.3335,0.0017,2
Other Healthcare,Specialty Store,0.3246,0.3246,0.0336,39
Other Healthcare,Community Center,0.0021,0.0,0.0147,17
Other Healthcare,Home Service,0.0011,0.0,0.0104,12
Other Healthcare,Government Office,0.0004,0.0,0.006,7
Other Healthcare,School,0.0002,0.0,0.0043,5
Other Healthcare,Childcare,0.0001,0.0,0.0026,3
Other Healthcare,Bank,0.0,0.0,0.0009,1
Other Healthcare,Legal Service,0.0,0.0,0.0009,1
Other Healthcare,Pharmacy,0.0,0.0,0.0017,2
Other Healthcare,Shoe Store,0.0,0.0,0.0009,1
Other Professional,Other Professional,1.0,1.0,1.0,1223
Other Professional,Home Service,0.8352,0.7118,0.8471,1036
Other Professional,Post Office,0.823,0.823,0.0123,15
Other Professional,Childcare,0.6755,0.6755,0.0008,1
Other Professional,Funeral Services,0.6632,0.6632,0.0065,8
Other Professional,School,0.6256,0.6256,0.1079,132
Other Professional,Real Estate,0.5802,0.5802,0.1913,234
Other Professional,Hair and Beauty,0.5622,0.5622,0.0074,9
Other Professional,Other Shop,0.518,0.518,0.0221,27
Other Professional,University,0.5177,0.5177,0.0368,45
Other Professional,Kindergarten,0.5075,0.5075,0.0008,1
Other Professional,Library,0.5022,0.5022,0.0049,6
Other Professional,Tattoo and Piercing,0.4455,0.4455,0.0,0
Other Professional,Other Financial,0.4424,0.4424,0.1374,168
Other Professional,Massage Therapy,0.4312,0.4312,0.0106,13
Other Professional,Pet Store,0.4249,0.4249,0.0155,19
Other Professional,Veterinarian,0.3861,0.3861,0.0016,2
Other Professional,Specialty Store,0.3682,0.3682,0.1439,176
Other Professional,Legal Service,0.359,0.359,0.1521,186
Other Professional,Animal Shelter,0.352,0.352,0.0025,3
Other Professional,Bank,0.3466,0.3466,0.0098,12
Other Professional,Government Office,0.3456,0.3456,0.0474,58
Other Professional,Other Healthcare,0.3452,0.3452,0.1284,157
Other Professional,ATM,0.3392,0.3392,0.0016,2
Other Professional,Other Amenity,0.3323,0.3323,0.0098,12
Other Professional,Self-Storage,0.3282,0.3282,0.0229,28
Other Professional,Fitness Center,0.328,0.328,0.0098,12
Other Professional,Recreation,0.3258,0.3258,0.0327,40
Other Professional,Print and Copy Shop,0.3158,0.3158,0.0826,101
Other Professional,Laundromat,0.3027,0.3027,0.0,0
Other Professional,Dry Cleaning,0.2751,0.2751,0.0008,1
Other Professional,Community Center,0.2671,0.0,0.3328,407
Other Professional,Car Repair,0.0529,0.0,0.0973,119
Other Professional,Hardware,0.044,0.0,0.0859,105
Other Professional,Historic Site,0.0296,0.0,0.0662,81
Other Professional,Mental Health,0.0164,0.0,0.0458,56
Other Professional,Sports Outlet,0.0041,0.0,0.0204,25
Other Professional,Clothing Store,0.0038,0.0,0.0196,24
Other Professional,Car Dealer,0.0035,0.0,0.0188,23
Other Professional,Furniture Store,0.0035,0.0,0.0188,23
Other Professional,Restaurant,0.0027,0.0,0.0164,20
Other Professional,Physical Therapy,0.002,0.0,0.0139,17
Other Professional,Hotel,0.0018,0.0,0.0131,16
Other Professional,Bookstore,0.0016,0.0,0.0123,15
Other Professional,Performing Arts,0.0014,0.0,0.0114,14
Other Professional,Supermarket,0.0014,0.0,0.0114,14
Other Professional,Clinic,0.0012,0.0,0.0106,13
Other Professional,Public Safety,0.0012,0.0,0.0106,13
Other Professional,Cafe,0.0007,0.0,0.0082,10
Other Professional,Event Venue,0.0007,0.0,0.0082,10
Other Professional,Wholesale Store,0.0007,0.0,0.0082,10
Other Professional,Arts Venue,0.0005,0.0,0.0065,8
Other Professional,Dentist,0.0005,0.0,0.0065,8
Other Professional,Gas Station,0.0004,0.0,0.0057,7
Other Professional,Place of Worship,0.0004,0.0,0.0057,7
Other Professional,Alternative Medicine,0.0003,0.0,0.0049,6
Other Professional,Cell Phone Store,0.0003,0.0,0.0049,6
Other Professional,Garden Store,0.0003,0.0,0.0049,6
Other Professional,Bike shop,0.0002,0.0,0.0041,5
Other Professional,Campground,0.0002,0.0,0.0041,5
Other Professional,Fast Food,0.0002,0.0,0.0041,5
Other Professional,Bakery,0.0001,0.0,0.0033,4
Other Professional,Bar,0.0001,0.0,0.0033,4
Other Professional,Counseling,0.0001,0.0,0.0033,4
Other Professional,Dessert Shop,0.0001,0.0,0.0025,3
Other Professional,Florist,0.0001,0.0,0.0033,4
Other Professional,Hospital,0.0001,0.0,0.0033,4
Other Professional,Liquor Store,0.0001,0.0,0.0025,3
Other Professional,Marina,0.0001,0.0,0.0025,3
Other Professional,Occupational Therapy,0.0001,0.0,0.0025,3
Other Professional,Pharmacy,0.0001,0.0,0.0033,4
Other Professional,Arcade,0.0,0.0,0.0008,1
Other Professional,Car Wash,0.0,0.0,0.0008,1
Other Professional,Convenience Store,0.0,0.0,0.0008,1
Other Professional,Eye Care,0.0,0.0,0.0016,2
Other Professional,Farmers Market,0.0,0.0,0.0008,1
Other Professional,Movie Theater,0.0,0.0,0.0008,1
Other Professional,Museum,0.0,0.0,0.0016,2
Other Professional,Playground,0.0,0.0,0.0008,1
Other Professional,Shoe Store,0.0,0.0,0.0008,1
Other Professional,Shopping Center,0.0,0.0,0.0008,1
Other Professional,Social Club,0.0,0.0,0.0016,2
Other Professional,Swimming Pool,0.0,0.0,0.0008,1
Other Professional,Thrift Store,0.0,0.0,0.0008,1
Other Shop,Other Shop,1.0,1.0,0.0466,442
Other Shop,Specialty Store,0.9981,0.8185,1.0,9490
Other Shop,Thrift Store,0.7598,0.7598,0.0787,747
Other Shop,Childcare,0.6391,0.6391,0.0,0
Other Shop,Hardware,0.6349,0.6349,0.3196,3033
Other Shop,Clothing Store,0.631,0.631,0.0825,783
Other Shop,Funeral Services,0.6281,0.6281,0.0007,7
Other Shop,Market,0.6222,0.6222,0.0019,18
Other Shop,Car Dealer,0.5705,0.5705,0.0353,335
Other Shop,Supermarket,0.5284,0.5284,0.0795,754
Other Shop,Convenience Store,0.5187,0.5187,0.0071,67
Other Shop,Florist,0.5181,0.5181,0.0509,483
Other Shop,Other Professional,0.518,0.518,0.0432,410
Other Shop,Sports Outlet,0.4922,0.4922,0.1576,1496
Other Shop,Car Repair,0.4862,0.4862,0.0488,463
Other Shop,Cell Phone Store,0.481,0.481,0.0032,30
Other Shop,Discount Store,0.4771,0.4771,0.0052,49
Other Shop,Pharmacy,0.4754,0.4754,0.003,28
Other Shop,Furniture Store,0.4751,0.4751,0.2505,2377
Other Shop,Jewelry Store,0.469,0.469,0.0158,150
Other Shop,Bookstore,0.4615,0.4615,0.0652,619
Other Shop,Liquor Store,0.4484,0.4484,0.0367,348
Other Shop,Garden Store,0.4375,0.4375,0.0228,216
Other Shop,Shoe Store,0.4365,0.4365,0.0036,34
Other Shop,Pet Store,0.432,0.432,0.0207,196
Other Shop,Farmers Market,0.4161,0.4161,0.0234,222
Other Shop,Shopping Center,0.4153,0.4153,0.0008,8
Other Shop,Eye Care,0.4032,0.4032,0.0014,13
Other Shop,Wholesale Store,0.3938,0.3938,0.0058,55
Other Shop,Bike shop,0.3828,0.3828,0.0047,45
Other Shop,Cannabis Dispensary,0.3663,0.3663,0.002,19
Other Shop,Fast Food,0.333,0.333,0.0073,69
Other Shop,Other Financial,0.2183,0.2183,0.0025,24
Other Shop,Home Service,0.2177,0.2177,0.1499,1423
Other Shop,Real Estate,0.2105,0.2105,0.0058,55
Other Shop,Legal Service,0.1958,0.1958,0.0007,7
Other Shop,Bank,0.1921,0.1921,0.0001,1
Other Shop,ATM,0.1898,0.1898,0.0,0
Other Shop,Self-Storage,0.1863,0.1863,0.0014,13
Other Shop,Print and Copy Shop,0.1822,0.1822,0.023,218
Other Shop,Post Office,0.1781,0.1781,0.0053,50
Other Shop,Laundromat,0.1778,0.1778,0.0005,5
Other Shop,Dry Cleaning,0.1679,0.1679,0.0008,8
Other Shop,Other Amenity,0.1616,0.1616,0.0083,79
Other Shop,Dessert Shop,0.121,0.0,0.1308,1241
Other Shop,Bakery,0.0852,0.0,0.0947,899
Other Shop,Cafe,0.0827,0.0,0.0922,875
Other Shop,Arts Venue,0.0354,0.0,0.0439,417
Other Shop,Bar,0.0345,0.0,0.043,408
Other Shop,Restaurant,0.0301,0.0,0.0384,364
Other Shop,Hair and Beauty,0.0137,0.0,0.0207,196
Other Shop,Recreation,0.013,0.0,0.0199,189
Other Shop,Community Center,0.0118,0.0,0.0185,176
Other Shop,Other Healthcare,0.0085,0.0,0.0146,139
Other Shop,School,0.0051,0.0,0.0103,98
Other Shop,Massage Therapy,0.0018,0.0,0.0054,51
Other Shop,Gas Station,0.0015,0.0,0.0047,45
Other Shop,Alternative Medicine,0.0014,0.0,0.0046,44
Other Shop,Nightclub,0.0014,0.0,0.0046,44
Other Shop,Tattoo and Piercing,0.0011,0.0,0.004,38
Other Shop,Physical Therapy,0.0006,0.0,0.0028,27
Other Shop,Hotel,0.0005,0.0,0.0025,24
Other Shop,Fitness Center,0.0004,0.0,0.0023,22
Other Shop,Arcade,0.0002,0.0,0.0014,13
Other Shop,Car Wash,0.0002,0.0,0.0017,16
Other Shop,Museum,0.0002,0.0,0.0016,15
Other Shop,Performing Arts,0.0002,0.0,0.0017,16
Other Shop,Place of Worship,0.0002,0.0,0.0016,15
Other Shop,Clinic,0.0001,0.0,0.0013,12
Other Shop,Event Venue,0.0001,0.0,0.0008,8
Other Shop,Animal Shelter,0.0,0.0,0.0002,2
Other Shop,Bowling Alley,0.0,0.0,0.0001,1
Other Shop,Campground,0.0,0.0,0.0003,3
Other Shop,Casino,0.0,0.0,0.0002,2
Other Shop,Dentist,0.0,0.0,0.0007,7
Other Shop,Golf Course,0.0,0.0,0.0005,5
Other Shop,Government Office,0.0,0.0,0.0002,2
Other Shop,Historic Site,0.0,0.0,0.0005,5
Other Shop,Hospital,0.0,0.0,0.0003,3
Other Shop,Kindergarten,0.0,0.0,0.0001,1
Other Shop,Library,0.0,0.0,0.0005,5
Other Shop,Marina,0.0,0.0,0.0003,3
Other Shop,Mental Health,0.0,0.0,0.0006,6
Other Shop,Movie Theater,0.0,0.0,0.0003,3
Other Shop,Occupational Therapy,0.0,0.0,0.0001,1
Other Shop,Park,0.0,0.0,0.0003,3
Other Shop,Playground,0.0,0.0,0.0003,3
Other Shop,Public Restroom,0.0,0.0,0.0002,2
Other Shop,Public Safety,0.0,0.0,0.0003,3
Other Shop,Swimming Pool,0.0,0.0,0.0006,6
Other Shop,Tire Store,0.0,0.0,0.0002,2
Other Shop,University,0.0,0.0,0.0002,2
Other Shop,Veterinarian,0.0,0.0,0.0003,3
Park,Park,1.0,1.0,1.0,1540
Park,Other Amenity,0.9025,0.9025,0.0578,89
Park,Public Restroom,0.8519,0.8519,0.0,0
Park,Recreation,0.8203,0.8203,0.1955,301
Park,Marina,0.813,0.813,0.0026,4
Park,Playground,0.7333,0.7333,0.0442,68
Park,Dog Park,0.7116,0.7116,0.0091,14
Park,Fitness Center,0.6621,0.6621,0.0032,5
Park,Performing Arts,0.5771,0.5771,0.0045,7
Park,Golf Course,0.5489,0.5489,0.0019,3
Park,Swimming Pool,0.5454,0.5454,0.0032,5
Park,Community Center,0.5212,0.5212,0.0292,45
Park,Sports Outlet,0.5193,0.5193,0.0,0
Park,Bowling Alley,0.5026,0.5026,0.0,0
Park,Government Office,0.49,0.49,0.0026,4
Park,Public Safety,0.4484,0.4484,0.0,0
Park,Campground,0.0071,0.0,0.0253,39
Park,Museum,0.0065,0.0,0.024,37
Park,Historic Site,0.004,0.0,0.0182,28
Park,Arts Venue,0.0016,0.0,0.011,17
Park,Garden Store,0.0003,0.0,0.0045,7
Park,Event Venue,0.0001,0.0,0.0026,4
Park,Other Shop,0.0001,0.0,0.0019,3
Park,School,0.0001,0.0,0.0026,4
Park,Animal Shelter,0.0,0.0,0.0006,1
Park,Bar,0.0,0.0,0.0006,1
Park,Cafe,0.0,0.0,0.0006,1
Park,Home Service,0.0,0.0,0.0013,2
Park,Hotel,0.0,0.0,0.0013,2
Park,Movie Theater,0.0,0.0,0.0006,1
Park,Pet Store,0.0,0.0,0.0006,1
Park,Place of Worship,0.0,0.0,0.0013,2
Park,Real Estate,0.0,0.0,0.0006,1
Park,Restaurant,0.0,0.0,0.0006,1
Park,Social Club,0.0,0.0,0.0013,2
Park,Stadium,0.0,0.0,0.0013,2
Performing Arts,Performing Arts,1.0,1.0,1.0,1762
Performing Arts,Other Amenity,0.8231,0.8231,0.0079,14
Performing Arts,Recreation,0.7431,0.7431,0.0074,13
Performing Arts,Arts Venue,0.6824,0.6824,0.004,7
Performing Arts,Fitness Center,0.664,0.664,0.0074,13
Performing Arts,Museum,0.6595,0.6595,0.0011,2
Performing Arts,Event Venue,0.6303,0.6303,0.0079,14
Performing Arts,Stadium,0.6239,0.6239,0.0,0
Performing Arts,Movie Theater,0.6087,0.6087,0.0136,24
Performing Arts,Nightclub,0.6036,0.6036,0.0028,5
Performing Arts,Social Club,0.5974,0.5974,0.0,0
Performing Arts,Arcade,0.5773,0.5773,0.0006,1
Performing Arts,Park,0.5771,0.5771,0.0,0
Performing Arts,Casino,0.574,0.574,0.0,0
Performing Arts,Golf Course,0.5663,0.5663,0.0,0
Performing Arts,Swimming Pool,0.5632,0.5632,0.0,0
Performing Arts,Bowling Alley,0.5247,0.5247,0.0,0
Performing Arts,Sports Outlet,0.4504,0.4504,0.0051,9
Performing Arts,Playground,0.4433,0.4433,0.0,0
Performing Arts,Dog Park,0.4318,0.4318,0.0,0
Performing Arts,Community Center,0.0024,0.0,0.0131,23
Performing Arts,School,0.0013,0.0,0.0091,16
Performing Arts,Bar,0.0004,0.0,0.0051,9
Performing Arts,Restaurant,0.0004,0.0,0.0051,9
Performing Arts,Clothing Store,0.0,0.0,0.0006,1
Performing Arts,Historic Site,0.0,0.0,0.0011,2
Performing Arts,Place of Worship,0.0,0.0,0.0011,2
Performing Arts,Print and Copy Shop,0.0,0.0,0.0006,1
Performing Arts,Specialty Store,0.0,0.0,0.0011,2
Performing Arts,Supermarket,0.0,0.0,0.0006,1
Pet Store,Pet Store,1.0,1.0,1.0,4487
Pet Store,Veterinarian,0.8805,0.8805,0.0038,17
Pet Store,Animal Shelter,0.7812,0.7812,0.0245,110
Pet Store,Recreation,0.7084,0.7084,0.0036,16
Pet Store,Hair and Beauty,0.6896,0.6896,0.0009,4
Pet Store,Massage Therapy,0.5865,0.5865,0.0004,2
Pet Store,Specialty Store,0.5692,0.5692,0.0018,8
Pet Store,Tattoo and Piercing,0.5024,0.5024,0.0,0
Pet Store,Hardware,0.4996,0.4996,0.0009,4
Pet Store,Florist,0.4449,0.4449,0.0002,1
Pet Store,Other Healthcare,0.4381,0.4381,0.0,0
Pet Store,Other Shop,0.432,0.432,0.0004,2
Pet Store,Sports Outlet,0.4314,0.4314,0.0004,2
Pet Store,Car Repair,0.4282,0.4282,0.0,0
Pet Store,Cell Phone Store,0.4254,0.4254,0.0,0
Pet Store,Other Professional,0.4249,0.4249,0.0002,1
Pet Store,Pharmacy,0.4223,0.4223,0.0,0
Pet Store,Furniture Store,0.4222,0.4222,0.0,0
Pet Store,Other Amenity,0.4175,0.4175,0.0,0
Pet Store,Bookstore,0.4147,0.4147,0.0,0
Pet Store,Fitness Center,0.4106,0.4106,0.0,0
Pet Store,Garden Store,0.401,0.401,0.0004,2
Pet Store,Bike shop,0.3676,0.3676,0.0,0
Pet Store,Cannabis Dispensary,0.3569,0.3569,0.0,0
Pet Store,Clothing Store,0.3449,0.3449,0.0002,1
Pet Store,Car Dealer,0.326,0.326,0.0,0
Pet Store,Supermarket,0.3118,0.3118,0.0002,1
Pet Store,Convenience Store,0.3084,0.3084,0.0,0
Pet Store,Thrift Store,0.3036,0.3036,0.0002,1
Pet Store,Discount Store,0.2932,0.2932,0.0,0
Pet Store,Jewelry Store,0.2901,0.2901,0.0,0
Pet Store,Liquor Store,0.2821,0.2821,0.0,0
Pet Store,Shoe Store,0.2774,0.2774,0.0,0
Pet Store,Farmers Market,0.269,0.269,0.0,0
Pet Store,Shopping Center,0.2686,0.2686,0.0,0
Pet Store,Eye Care,0.2635,0.2635,0.0,0
Pet Store,Wholesale Store,0.2595,0.2595,0.0004,2
Pet Store,Market,0.2407,0.2407,0.0,0
Pet Store,Fast Food,0.2316,0.2316,0.0,0
Pet Store,Bakery,0.0,0.0,0.0009,4
Pet Store,Cafe,0.0,0.0,0.0002,1
Pet Store,Car Wash,0.0,0.0,0.0004,2
Pet Store,Community Center,0.0,0.0,0.0002,1
Pet Store,Dog Park,0.0,0.0,0.0004,2
Pet Store,Hotel,0.0,0.0,0.0002,1
Pet Store,Museum,0.0,0.0,0.0002,1
Pet Store,Other Financial,0.0,0.0,0.0002,1
Pet Store,Playground,0.0,0.0,0.0002,1
Pet Store,Post Office,0.0,0.0,0.0002,1
Pet Store,Restaurant,0.0,0.0,0.0004,2
Pet Store,School,0.0,0.0,0.0002,1
Pharmacy,Pharmacy,1.0,1.0,1.0,4104
Pharmacy,Specialty Store,0.6208,0.6208,0.0107,44
Pharmacy,Hardware,0.539,0.539,0.0,0
Pharmacy,Florist,0.4759,0.4759,0.0012,5
Pharmacy,Other Shop,0.4754,0.4754,0.0368,151
Pharmacy,Sports Outlet,0.4605,0.4605,0.0,0
Pharmacy,Car Repair,0.4568,0.4568,0.0,0
Pharmacy,Cell Phone Store,0.4536,0.4536,0.0,0
Pharmacy,Furniture Store,0.45,0.45,0.0005,2
Pharmacy,Bookstore,0.4415,0.4415,0.0,0
Pharmacy,Garden Store,0.4259,0.4259,0.0002,1
Pharmacy,Pet Store,0.4223,0.4223,0.0,0
Pharmacy,Bike shop,0.3885,0.3885,0.0,0
Pharmacy,Cannabis Dispensary,0.3766,0.3766,0.0015,6
Pharmacy,Clothing Store,0.372,0.372,0.0019,8
Pharmacy,Car Dealer,0.3501,0.3501,0.0,0
Pharmacy,Supermarket,0.3338,0.3338,0.0007,3
Pharmacy,Convenience Store,0.3299,0.3299,0.0402,165
Pharmacy,Thrift Store,0.3244,0.3244,0.0,0
Pharmacy,Discount Store,0.3125,0.3125,0.0017,7
Pharmacy,Jewelry Store,0.309,0.309,0.0,0
Pharmacy,Liquor Store,0.3,0.3,0.0002,1
Pharmacy,Shoe Store,0.2946,0.2946,0.0,0
Pharmacy,Farmers Market,0.2852,0.2852,0.0,0
Pharmacy,Shopping Center,0.2848,0.2848,0.0,0
Pharmacy,Eye Care,0.279,0.279,0.0002,1
Pharmacy,Wholesale Store,0.2745,0.2745,0.0,0
Pharmacy,Market,0.2535,0.2535,0.0,0
Pharmacy,Fast Food,0.2435,0.2435,0.0002,1
Pharmacy,Hair and Beauty,0.0001,0.0,0.0019,8
Pharmacy,Other Healthcare,0.0001,0.0,0.0015,6
Pharmacy,ATM,0.0,0.0,0.0002,1
Pharmacy,Alternative Medicine,0.0,0.0,0.0002,1
Pharmacy,Arts Venue,0.0,0.0,0.0002,1
Pharmacy,Bakery,0.0,0.0,0.0002,1
Pharmacy,Cafe,0.0,0.0,0.0002,1
Pharmacy,Clinic,0.0,0.0,0.001,4
Pharmacy,Community Center,0.0,0.0,0.0005,2
Pharmacy,Dessert Shop,0.0,0.0,0.0002,1
Pharmacy,Gas Station,0.0,0.0,0.0002,1
Pharmacy,Home Service,0.0,0.0,0.0002,1
Pharmacy,Hospital,0.0,0.0,0.0002,1
Pharmacy,Other Financial,0.0,0.0,0.0007,3
Pharmacy,Other Professional,0.0,0.0,0.0002,1
Pharmacy,University,0.0,0.0,0.0002,1
Physical Therapy,Physical Therapy,1.0,1.0,1.0,902
Physical Therapy,Occupational Therapy,0.7754,0.7754,0.02,18
Physical Therapy,Speech Therapist,0.775,0.775,0.0,0
Physical Therapy,Clinic,0.647,0.647,0.0388,35
Physical Therapy,Other Healthcare,0.6056,0.6056,0.0987,89
Physical Therapy,Dentist,0.5394,0.5394,0.0,0
Physical Therapy,Alternative Medicine,0.5205,0.5205,0.0133,12
Physical Therapy,Mental Health,0.5137,0.5137,0.1053,95
Physical Therapy,Eye Care,0.4798,0.4798,0.0,0
Physical Therapy,Hospital,0.4361,0.4361,0.0676,61
Physical Therapy,Counseling,0.3925,0.3925,0.0,0
Physical Therapy,Public Safety,0.3741,0.3741,0.0,0
Physical Therapy,Cannabis Dispensary,0.3704,0.3704,0.0,0
Physical Therapy,Maternity Center,0.3638,0.3638,0.0,0
